1,9.35808E-08,1.43856E-07,1.0328E-07,2.10657E-07,8.96864E-08,6.35733E-08,4.5843E-08,9.09767E-08,7.3566E-08,2.85489E-08,1.41041E-07,7.70575E-08,1.14512E-07,2.27706E-08,8.09572E-08,2.10157E-07,1.31734E-07,4.83478E-08,8.35477E-08,2.9643E-07,6.86491E-07,1.40086E-07,1.57334E-07,2.30606E-07,3.38619E-07,5.60987E-07,4.09353E-07,4.35643E-07,2.01507E-07,1.10747E-06,8.18598E-07
120,0.065359521,0.073497585,0.073458949,0.096372192,0.082109927,0.080439642,0.080922153,0.102289119,0.100920498,0.083935357,0.136344939,0.122732035,0.146867512,0.102417362,0.148936921,0.189746069,0.175652697,0.151869498,0.179956084,0.247844531,0.295502476,0.230269444,0.250406774,0.278688873,0.316594022,0.347342333,0.348114291,0.362476564,0.326780923,0.43337118,0.432245452
121,0.066853053,0.075130877,0.075132831,0.098470307,0.084007668,0.08234463,0.082883866,0.10466319,0.103298251,0.086039563,0.13941648,0.125619648,0.15022409,0.10503266,0.152424368,0.193867978,0.17961081,0.155551928,0.184138671,0.253003747,0.301165877,0.235358815,0.255855715,0.284522232,0.322923927,0.353923547,0.354861647,0.369411161,0.333522667,0.440742872,0.439774226
122,0.068366751,0.076785066,0.076829022,0.10059371,0.085931047,0.084276422,0.084874199,0.107068831,0.105708445,0.088176002,0.142525288,0.128545558,0.153621785,0.107688353,0.155956153,0.198033173,0.183614276,0.159283702,0.188371413,0.258207416,0.306865032,0.240499201,0.261355418,0.290402444,0.32929452,0.360537092,0.36164401,0.376377859,0.340309055,0.448123727,0.44731429
123,0.069900661,0.078460179,0.078547561,0.102742379,0.087880101,0.086235072,0.086893219,0.10950604,0.108151093,0.090344765,0.145671236,0.131509709,0.157060425,0.110384517,0.159532099,0.202241232,0.187662755,0.163064636,0.192653934,0.263454685,0.312598813,0.245689825,0.266904919,0.29632831,0.335704282,0.367181273,0.368459562,0.383374697,0.347138277,0.455511472,0.454863212
124,0.071454827,0.080156236,0.080288482,0.104916292,0.089854862,0.088220627,0.088940993,0.111974811,0.110626199,0.09254594,0.148854185,0.134512036,0.160539823,0.113121214,0.163152013,0.206491717,0.191755889,0.16689453,0.196985836,0.268744682,0.318366078,0.250929882,0.272503223,0.302298605,0.342151665,0.37385438,0.375306464,0.390399696,0.354008494,0.462903831,0.462418557
125,0.07302929,0.081873259,0.082051817,0.10711542,0.091855355,0.090233132,0.091017579,0.114475128,0.113133761,0.094779609,0.152073985,0.13755246,0.164059781,0.115898498,0.166815689,0.210784176,0.195893307,0.170773165,0.201366699,0.274076515,0.324165667,0.25621854,0.27814931,0.308312077,0.348635101,0.380554682,0.382182855,0.397450854,0.360917833,0.470298531,0.469977888
126,0.074624087,0.083611262,0.083837594,0.109339731,0.093881604,0.092272626,0.093123031,0.11700697,0.11567377,0.097045846,0.155330477,0.140630897,0.167620088,0.118716413,0.170522905,0.215118139,0.200074617,0.174700302,0.205796086,0.279449271,0.329996408,0.261554945,0.283842131,0.314367448,0.355152998,0.387280434,0.389086855,0.404526154,0.367864393,0.477693302,0.477538771
127,0.076239256,0.085370261,0.085645839,0.111589187,0.095933627,0.094339145,0.095257399,0.119570311,0.118246209,0.09934472,0.158623492,0.143747248,0.171220521,0.121574991,0.174273424,0.219493122,0.204299412,0.178675686,0.210273535,0.284862017,0.335857111,0.266938214,0.289580611,0.320463416,0.361703741,0.394029875,0.396016564,0.411623561,0.374846243,0.485085877,0.48509877
128,0.077874829,0.087150267,0.087476572,0.113863749,0.098011439,0.09643272,0.097420725,0.122165115,0.120851056,0.10167629,0.161952852,0.146901405,0.174860844,0.124474253,0.178066995,0.223908624,0.208567271,0.182699042,0.214798566,0.2903138,0.341746574,0.272367443,0.29536365,0.326598653,0.368285695,0.400801231,0.402970067,0.418741026,0.381861425,0.492473997,0.492655457
129,0.079530837,0.088951288,0.089329815,0.116163371,0.100115051,0.098553375,0.09961305,0.124791342,0.123488281,0.104040613,0.165318367,0.150093252,0.178540807,0.12741421,0.181903353,0.22836413,0.212877751,0.186770076,0.219370678,0.29580365,0.347663583,0.277841701,0.301190119,0.332771808,0.374897204,0.407592714,0.409945431,0.425876484,0.388907957,0.49985541,0.500206409
130,0.081207309,0.090773329,0.091205581,0.118488004,0.102244466,0.100701133,0.101834406,0.127448943,0.126157845,0.106437736,0.168719837,0.15332266,0.18226015,0.130394861,0.185782215,0.232859108,0.217230399,0.190888477,0.223989347,0.301330576,0.353606907,0.283360034,0.307058867,0.338981508,0.381536595,0.414402525,0.41694071,0.433027861,0.395983828,0.507227874,0.507749212
131,0.082904269,0.092616393,0.093103883,0.120837593,0.104399688,0.102876009,0.10408482,0.130137865,0.128859704,0.1088677,0.172157054,0.15658949,0.186018599,0.133416194,0.189703287,0.237393014,0.22162474,0.195053913,0.228654033,0.306893571,0.359575307,0.288921463,0.312968717,0.345226356,0.388202176,0.421228854,0.423953944,0.44019307,0.403087009,0.514589159,0.515281463
132,0.084621741,0.094480481,0.09502473,0.123212083,0.106580713,0.105078016,0.106364315,0.132858046,0.131593807,0.111330541,0.175629798,0.159893592,0.189815866,0.136478188,0.193666258,0.241965284,0.226060287,0.199266036,0.233364172,0.312491609,0.365567532,0.294524987,0.318918468,0.351504935,0.394892239,0.428069882,0.43098316,0.447370017,0.410215447,0.521937048,0.522800769
133,0.086359744,0.096365588,0.096968129,0.125611409,0.108787533,0.107307159,0.108672909,0.135609417,0.134360094,0.113826284,0.179137839,0.163234808,0.193651653,0.139580807,0.197670802,0.246575345,0.230536534,0.203524476,0.23811918,0.318123647,0.371582318,0.300169581,0.324906895,0.357815806,0.401605059,0.434923783,0.438026378,0.454556599,0.417367068,0.52926934,0.530304754
134,0.088118297,0.098271709,0.098934081,0.128035506,0.111020138,0.109563442,0.111010612,0.138391903,0.137158499,0.116354951,0.182680939,0.166612967,0.197525649,0.142724006,0.201716579,0.251222605,0.235052959,0.207828848,0.242918456,0.323788626,0.377618393,0.305854199,0.330932751,0.36415751,0.408338898,0.441788723,0.445081607,0.461750708,0.424539781,0.53658385,0.537791059
135,0.089897414,0.100198836,0.100922586,0.130484303,0.11327851,0.111846861,0.113377431,0.141205422,0.139988949,0.118916555,0.186258847,0.170027889,0.201437528,0.145907727,0.205803234,0.25590646,0.239609028,0.212178745,0.247761375,0.329485469,0.383674475,0.311577771,0.336994765,0.370528571,0.415092005,0.448662865,0.452146848,0.468950232,0.431731477,0.543878412,0.545257341
136,0.091697107,0.102146955,0.10293364,0.132957725,0.11556263,0.114157409,0.115773366,0.144049886,0.142851362,0.121511103,0.189871305,0.173479381,0.205386955,0.149131902,0.209930397,0.260626289,0.244204186,0.216573743,0.252647294,0.335213085,0.389749274,0.317339207,0.343091647,0.376927493,0.421862615,0.455544365,0.459220098,0.476153058,0.438940034,0.551150879,0.55270128
137,0.093517386,0.104116054,0.104967235,0.135455694,0.117872472,0.116495073,0.118198411,0.146925199,0.14574565,0.124138592,0.193518042,0.176967243,0.20937358,0.152396451,0.214097684,0.26538146,0.248837865,0.2210134,0.257575551,0.340970367,0.39584149,0.323137396,0.349222083,0.383352764,0.428648953,0.462431377,0.466299349,0.483357068,0.446163314,0.558399128,0.560120576
138,0.095358257,0.106106114,0.107023361,0.137978125,0.120208007,0.118859836,0.120652556,0.149831257,0.148671718,0.126799015,0.197198781,0.180491261,0.213397042,0.15570128,0.218304696,0.270171325,0.253509483,0.225497253,0.262545464,0.346756192,0.401949819,0.328971206,0.355384741,0.389802854,0.435449236,0.469322055,0.473382588,0.490560148,0.453399166,0.565621057,0.567512954
139,0.097219724,0.108117115,0.109102003,0.140524931,0.122569201,0.121251676,0.123135785,0.15276795,0.151629462,0.129492356,0.20091323,0.184051214,0.217456967,0.159046285,0.222551019,0.274995224,0.258218439,0.230024822,0.26755633,0.352569427,0.408072947,0.334839483,0.361578268,0.396276219,0.44226167,0.476214551,0.480467803,0.497760187,0.460645432,0.572814591,0.574876166
140,0.099101788,0.110149034,0.111203144,0.143096021,0.124956016,0.123670564,0.125648074,0.155735164,0.154618773,0.132218593,0.204661093,0.187646866,0.22155297,0.162431351,0.226836224,0.279852482,0.262964119,0.23459561,0.272607431,0.35840892,0.414209556,0.340741058,0.367801293,0.4027713,0.449084454,0.483107018,0.487552981,0.504955075,0.467899943,0.579977682,0.582207992
141,0.101004449,0.112201843,0.113326762,0.145691297,0.127368408,0.12611647,0.128189395,0.158732772,0.157639532,0.134977694,0.208442059,0.191277975,0.225684652,0.165856348,0.231159869,0.284742411,0.267745895,0.239209098,0.277698025,0.36427351,0.420358323,0.346674739,0.374052427,0.409286525,0.455915783,0.489997612,0.494636112,0.512142711,0.475160524,0.587108308,0.58950624
142,0.1029277,0.114275516,0.115472835,0.148310659,0.12980633,0.128589354,0.130759716,0.161760645,0.160691613,0.137769623,0.212255811,0.194944286,0.229851603,0.169321136,0.235521498,0.28966431,0.272563122,0.243864752,0.282827355,0.370162021,0.426517919,0.352639319,0.380330263,0.415820309,0.462753845,0.496884493,0.501715186,0.519320998,0.482424993,0.594204477,0.59676875
143,0.104871536,0.116370018,0.117641333,0.150954004,0.132269729,0.131089176,0.133358996,0.164818646,0.163774885,0.140594333,0.216102019,0.198645533,0.234053402,0.172825562,0.239920638,0.294617466,0.277415142,0.248562017,0.287994645,0.376073268,0.432687014,0.358633569,0.386633379,0.422371055,0.469596825,0.503765825,0.508788201,0.52648785,0.489691166,0.601264231,0.603993396
144,0.106835947,0.118485315,0.119832227,0.153621221,0.13475855,0.133615887,0.13598719,0.167906629,0.166889207,0.143451772,0.219980348,0.202381441,0.238289613,0.176369462,0.244356804,0.299601153,0.282301283,0.253300323,0.293199099,0.382006052,0.438864271,0.364656249,0.392960335,0.428937156,0.476442906,0.510639779,0.515853159,0.533641191,0.496956858,0.608285642,0.611178087
145,0.108820919,0.120621369,0.122045481,0.156312198,0.137272731,0.136169435,0.138644246,0.171024443,0.170034432,0.146341879,0.223890448,0.206151724,0.242559791,0.179952658,0.248829496,0.304614633,0.287220856,0.258079079,0.298439907,0.387959165,0.445048356,0.370706097,0.399309677,0.435516996,0.48329027,0.517504531,0.522908069,0.540778958,0.504219882,0.615266817,0.618320768
146,0.110826437,0.122778139,0.124281057,0.159026817,0.139812207,0.138749763,0.141330107,0.174171929,0.173210403,0.149264586,0.227831963,0.209956085,0.246863478,0.183574962,0.253338202,0.309657155,0.292173161,0.262897678,0.303716237,0.393931387,0.451237928,0.376781838,0.40567994,0.442108948,0.4901371,0.52435827,0.529950951,0.5478991,0.511478054,0.622205897,0.62541942
147,0.112852483,0.124955582,0.126538915,0.161764958,0.142376906,0.141356807,0.14404471,0.177348922,0.176416959,0.152219816,0.231804527,0.213794217,0.251200205,0.18723617,0.257882393,0.314727958,0.297157485,0.267755494,0.309027242,0.399921492,0.45743165,0.382882182,0.41206964,0.448711381,0.496981578,0.531199192,0.536979834,0.554999582,0.518729193,0.62910106,0.632472069
148,0.114899036,0.12715365,0.128819009,0.164526493,0.144966754,0.1439905,0.146787986,0.18055525,0.17965393,0.155207487,0.235807765,0.217665803,0.255569491,0.190936068,0.262461528,0.319826268,0.302173097,0.272651884,0.314372059,0.405928243,0.463628181,0.389005824,0.418477287,0.455322656,0.503821891,0.538025503,0.543992761,0.562078387,0.525971124,0.635950524,0.639476775
149,0.116966071,0.129372293,0.131121291,0.167311294,0.147581672,0.146650769,0.149559859,0.183790732,0.182921138,0.158227506,0.239841291,0.221570515,0.259970845,0.19467443,0.267075053,0.3249513,0.307219258,0.277586189,0.319749807,0.411950394,0.469826184,0.395151445,0.424901374,0.461941128,0.510656229,0.544835425,0.550987786,0.569133515,0.533201677,0.642752545,0.646431648
150,0.119053562,0.13161146,0.133445709,0.170119226,0.150221576,0.149337536,0.152360249,0.187055182,0.186218398,0.161279775,0.243904711,0.225508015,0.264403762,0.198451017,0.2717224,0.33010226,0.312295213,0.282557731,0.325159589,0.417986694,0.476024322,0.401317714,0.431340388,0.468565148,0.517482789,0.551627192,0.557962979,0.576162986,0.540418694,0.649505416,0.653334835
151,0.12116148,0.133871093,0.135792209,0.172950151,0.152886376,0.152050717,0.155189068,0.190348407,0.189545517,0.164364187,0.247997622,0.229477955,0.268867728,0.202265577,0.276402987,0.335278341,0.317400195,0.287565815,0.330600492,0.424035885,0.482221259,0.407503287,0.437792805,0.475193065,0.524299773,0.558399052,0.564916426,0.583164844,0.547620025,0.656207477,0.660184533
152,0.123289791,0.136151135,0.138160731,0.175803927,0.155575979,0.154790224,0.158046224,0.193670206,0.192902297,0.167480625,0.252119613,0.233479977,0.273362217,0.206117845,0.281116219,0.340478727,0.322533426,0.29260973,0.336071588,0.4300967,0.488415665,0.41370681,0.444257091,0.481823225,0.53110539,0.56514927,0.571846233,0.590137152,0.554803534,0.662857107,0.666978984
153,0.12543846,0.138451524,0.140551214,0.178680406,0.158290289,0.157555964,0.160931617,0.197020373,0.196288528,0.170628968,0.256270261,0.237513711,0.277886693,0.210007545,0.285861489,0.345702593,0.327694114,0.297688748,0.341571933,0.436167871,0.494606211,0.419926915,0.450731706,0.488453972,0.53789786,0.571876129,0.578750523,0.597078,0.561967097,0.669452728,0.673716478
154,0.127607449,0.140772195,0.142963592,0.18157944,0.161029201,0.160347838,0.163845141,0.200398693,0.199703998,0.173809085,0.260449136,0.24157878,0.28244061,0.213934387,0.290638178,0.350949103,0.332881456,0.302802126,0.347100569,0.442248121,0.500791573,0.426162229,0.457215103,0.495083651,0.544675414,0.578577929,0.585627439,0.603985505,0.569108608,0.675992809,0.680395353
155,0.129796717,0.143113081,0.145397797,0.184500872,0.163792608,0.163165741,0.166786686,0.203804945,0.203148483,0.177020836,0.264655802,0.245674795,0.287023408,0.21789807,0.295445651,0.356217412,0.338094638,0.307949102,0.352656524,0.448336172,0.506970433,0.432411365,0.463705729,0.501710609,0.551436291,0.585252992,0.592475148,0.610857807,0.576225978,0.682475862,0.687013999
156,0.13200622,0.145474111,0.147853755,0.187444545,0.1665804,0.166009564,0.169756135,0.207238902,0.206621755,0.180264075,0.268889809,0.249801358,0.291634521,0.221898279,0.300283265,0.361506666,0.343332833,0.313128901,0.358238811,0.454430742,0.513141479,0.43867293,0.470202027,0.508333194,0.558178747,0.591899658,0.599291839,0.61769308,0.583317137,0.688900448,0.693570854
157,0.13423591,0.147855213,0.15033139,0.190410294,0.16939246,0.168879194,0.172753363,0.210700328,0.210123575,0.183538648,0.273150702,0.253958061,0.29627337,0.225934687,0.305150361,0.366816004,0.348595207,0.31834073,0.363846431,0.460530546,0.519303403,0.444945525,0.476702435,0.514949758,0.564901049,0.59851629,0.606075727,0.624489524,0.590380035,0.695265171,0.70006441
158,0.136485739,0.150256309,0.152830624,0.193397955,0.172228666,0.171774511,0.175778242,0.214188982,0.213653702,0.186844391,0.277438018,0.258144485,0.300939367,0.230006956,0.31004627,0.372144554,0.353880911,0.323583784,0.36947837,0.466634297,0.525454909,0.451227741,0.483205389,0.521558658,0.571601481,0.605101275,0.61282505,0.631245371,0.597412646,0.701568687,0.706493213
159,0.138755654,0.15267732,0.155351374,0.196407355,0.175088893,0.17469539,0.178830635,0.217704617,0.217211882,0.190181134,0.281751284,0.262360202,0.305631913,0.234114733,0.314970311,0.377491439,0.35918909,0.328857239,0.375133603,0.472740707,0.531594704,0.457518164,0.489709323,0.528158254,0.578278344,0.611653023,0.619538078,0.637958888,0.604412967,0.707809698,0.712855861
160,0.141045598,0.155118164,0.157893552,0.199438321,0.177973012,0.1776417,0.181910401,0.221246977,0.220797857,0.193548698,0.286090019,0.266604777,0.310350401,0.238257654,0.319921792,0.382855774,0.364518875,0.334160259,0.380811092,0.478848488,0.537721506,0.463815378,0.496212671,0.534746915,0.584929954,0.61816997,0.626213104,0.644628374,0.611379023,0.713986956,0.719151006
161,0.143355514,0.157578757,0.16045707,0.202490672,0.180880887,0.180613308,0.185017393,0.224815801,0.224411361,0.196946896,0.290453736,0.270877763,0.315094214,0.242435343,0.324900009,0.388236665,0.369869391,0.339491993,0.386509788,0.484956351,0.543834045,0.470117959,0.502713866,0.541323018,0.591554649,0.624650576,0.632848454,0.651252163,0.618308863,0.720099262,0.725377356
162,0.145685341,0.160059009,0.163041834,0.205564228,0.183812378,0.183610072,0.188151457,0.228410821,0.228052122,0.200375534,0.294841937,0.275178702,0.319862724,0.24664741,0.329904246,0.393633212,0.375239752,0.344851575,0.39222863,0.491063009,0.549931056,0.47642448,0.509211344,0.547884948,0.598150785,0.63109333,0.639442485,0.657828626,0.625200569,0.726145467,0.731533676
163,0.148035013,0.16255883,0.165647747,0.2086588,0.186767343,0.186631847,0.191312431,0.232031762,0.231719859,0.203834409,0.299254119,0.279507132,0.324655296,0.250893455,0.334933778,0.399044512,0.380629064,0.350238127,0.397966548,0.497167176,0.556011288,0.482733515,0.515703542,0.5544311,0.604716739,0.63749675,0.645993584,0.66435617,0.63205225,0.732124476,0.737618785
164,0.150404465,0.165078126,0.16827471,0.2117742,0.189745633,0.189678482,0.194500151,0.235678342,0.235414285,0.20732331,0.303689771,0.283862576,0.329471287,0.255173064,0.339987869,0.40446965,0.386036425,0.355650756,0.403722461,0.50326757,0.562073501,0.489043631,0.522188899,0.560959878,0.611250912,0.64385938,0.652500173,0.670833242,0.63886205,0.73803524,0.743631562
165,0.152793626,0.1676168,0.170922619,0.214910231,0.192747095,0.192749823,0.197714445,0.239350274,0.239135105,0.210842018,0.308148373,0.288244553,0.334310041,0.259485812,0.345065772,0.409907712,0.391460925,0.361088557,0.409495276,0.50936291,0.568116468,0.495353399,0.528665862,0.567469702,0.617751726,0.650179796,0.658960706,0.677258328,0.645628143,0.743876764,0.74957094
166,0.155202423,0.170174752,0.173591366,0.218066697,0.195771571,0.195845706,0.200955134,0.243047264,0.242882019,0.214390306,0.312629398,0.29265257,0.339170898,0.26383126,0.350166731,0.415357773,0.396901645,0.366550611,0.415283896,0.51545192,0.574138972,0.501661388,0.53513288,0.573959003,0.624217629,0.656456604,0.665373674,0.683629955,0.652348742,0.749648107,0.755435911
167,0.15763078,0.17275188,0.176280841,0.221243396,0.198818899,0.198965968,0.204222033,0.246769011,0.246654717,0.21796794,0.317132315,0.297086127,0.344053188,0.26820896,0.355289978,0.420818907,0.40235766,0.372035989,0.42108721,0.521533327,0.580139812,0.507966168,0.54158841,0.580426225,0.630647094,0.662688443,0.671737604,0.689946689,0.659022092,0.755348376,0.761225526
168,0.16007862,0.175348078,0.178990931,0.224440122,0.201888914,0.202110436,0.207514953,0.250515207,0.250452885,0.221574676,0.321656581,0.301544713,0.348956233,0.272618449,0.360434739,0.426290183,0.407828039,0.377543748,0.426904103,0.527605866,0.586117801,0.51426631,0.548030915,0.586869829,0.637038621,0.668873983,0.678051058,0.696207142,0.665646479,0.760976732,0.766938893
169,0.16254586,0.177963238,0.181721517,0.227656665,0.204981443,0.205278934,0.210833698,0.254285541,0.2542762,0.225210264,0.326201651,0.306027812,0.353879348,0.277059254,0.365600228,0.431770665,0.413311843,0.383072935,0.43273345,0.533668275,0.592071764,0.520560389,0.554458868,0.593288292,0.643390735,0.675011927,0.684312638,0.702409965,0.672220227,0.766532388,0.772575179
170,0.165032416,0.180597249,0.18447248,0.230892813,0.208096313,0.20847128,0.214178064,0.258079692,0.258124335,0.228874446,0.330766969,0.310534897,0.358821838,0.28153089,0.370785652,0.437259415,0.418808128,0.388622584,0.438574122,0.5397193,0.598000546,0.526846983,0.56087075,0.599680106,0.649701992,0.681101013,0.690520984,0.708553857,0.678741699,0.772014611,0.778133608
171,0.167538201,0.183249996,0.187243695,0.234148349,0.211233342,0.211687289,0.217547844,0.261897335,0.261996953,0.232566954,0.335351977,0.315065434,0.363783004,0.28603286,0.375990209,0.442755489,0.424315944,0.39419172,0.44442498,0.545757694,0.603903002,0.533124674,0.567265053,0.606043785,0.655970976,0.687140013,0.696674777,0.714637559,0.6852093,0.777422716,0.783613463
172,0.170063124,0.185921362,0.190035035,0.237423053,0.214392346,0.214926768,0.220942824,0.265738137,0.265893712,0.236287515,0.339956106,0.319618881,0.368762139,0.290564656,0.381213087,0.448257945,0.429834337,0.399779358,0.450284882,0.551782219,0.609778009,0.539392052,0.57364028,0.612377859,0.662196301,0.693127735,0.702772737,0.720659859,0.691621478,0.782756076,0.789014087
173,0.172607094,0.188611228,0.192846369,0.240716701,0.217573138,0.218189521,0.224362782,0.269601762,0.269814263,0.240035845,0.344578785,0.324194688,0.373758527,0.295125758,0.386453469,0.453765834,0.435362346,0.405384503,0.45615268,0.557791644,0.615624458,0.545647709,0.579994947,0.61868088,0.668376613,0.699063021,0.708813626,0.726619588,0.697976724,0.788014111,0.79433488
174,0.175170013,0.191319472,0.195677562,0.244029065,0.220775524,0.221475346,0.227807494,0.273487865,0.273758252,0.243811656,0.349219434,0.328792296,0.378771449,0.299715634,0.391710527,0.459278208,0.440899009,0.411006148,0.46202722,0.563784749,0.621441258,0.551890246,0.586327581,0.624951418,0.67451059,0.704944751,0.714796246,0.732515628,0.704273573,0.793196296,0.799575298
175,0.177751783,0.194045967,0.198528478,0.247359915,0.223999306,0.224784037,0.231276727,0.277396097,0.277725316,0.247614648,0.35387747,0.333411141,0.383800177,0.304333744,0.39698343,0.464794117,0.446443357,0.416643281,0.467907348,0.569760322,0.627227336,0.558118272,0.592636727,0.63118807,0.68059694,0.710771843,0.720719444,0.738346905,0.710510608,0.798302156,0.804734859
176,0.180352304,0.196790586,0.201398975,0.250709016,0.227244283,0.228115382,0.234770242,0.281326103,0.281715088,0.251444516,0.358552302,0.33805065,0.388843978,0.308979533,0.402271336,0.47031261,0.45199442,0.42229488,0.473791902,0.575717164,0.632981638,0.564330406,0.598920941,0.637389451,0.686634408,0.716543251,0.726582109,0.744112394,0.716686456,0.80333127,0.809813133
177,0.182971469,0.199553197,0.204288909,0.254076131,0.23051025,0.231469164,0.238287797,0.285277521,0.285727193,0.255300948,0.363243334,0.342710242,0.393902114,0.313652437,0.407573399,0.475832735,0.457551224,0.427959915,0.479679719,0.581654086,0.638703129,0.570525274,0.605178799,0.643554202,0.692621771,0.722257967,0.732383173,0.749811117,0.722799792,0.808283265,0.814809753
178,0.185609173,0.202333667,0.207198132,0.257461019,0.233796995,0.234845163,0.241829141,0.289249984,0.289761251,0.259183622,0.367949966,0.347389332,0.398973841,0.318351882,0.412888766,0.481353539,0.463112792,0.433637348,0.485569636,0.587569911,0.644390794,0.576701513,0.61140889,0.649680989,0.698557841,0.727915022,0.738121613,0.755442144,0.72884934,0.81315782,0.819724403
179,0.188265305,0.20513186,0.210126494,0.260863435,0.237104305,0.238243152,0.24539402,0.293243121,0.293816875,0.263092209,0.372671592,0.352087325,0.404058409,0.323077282,0.418216577,0.486874073,0.468678146,0.439326135,0.491460485,0.593463475,0.650043638,0.582857773,0.617609824,0.655768502,0.704441466,0.733513487,0.743796451,0.761004597,0.734833873,0.817954666,0.824556828
180,0.190939752,0.207947636,0.213073841,0.264283131,0.240431961,0.241662899,0.248982172,0.297256552,0.297893673,0.267026374,0.377407602,0.356803621,0.409155064,0.327828042,0.423555969,0.492393384,0.474246306,0.445025225,0.497351099,0.599333627,0.655660686,0.588992715,0.623780229,0.661815458,0.71027153,0.739052469,0.749406752,0.766497643,0.740752213,0.822673581,0.829306824
181,0.193632399,0.210780853,0.216040016,0.267719857,0.24377974,0.24510417,0.25259333,0.301289896,0.301991247,0.270985773,0.38215738,0.361537613,0.414263048,0.332603556,0.42890607,0.497910523,0.479816291,0.450733562,0.503240311,0.60517923,0.661240985,0.595105013,0.629918752,0.667820601,0.716046953,0.744531118,0.754951628,0.7719205,0.746603232,0.827314395,0.833974245
182,0.196343127,0.213631367,0.219024857,0.271173358,0.247147415,0.248566722,0.256227223,0.305342763,0.30610919,0.274970055,0.386920307,0.366288689,0.419381597,0.337403208,0.434266008,0.503424542,0.485387119,0.456450082,0.509126952,0.610999162,0.666783602,0.601193354,0.636024061,0.673782702,0.721766693,0.749948623,0.760430237,0.777272435,0.752385854,0.831876984,0.838558998
183,0.199071815,0.21649903,0.222028201,0.274643377,0.250534756,0.252050311,0.259883571,0.30941476,0.310247095,0.278978862,0.391695759,0.371056228,0.424509944,0.342226371,0.439634903,0.508934495,0.490957808,0.46217372,0.515009857,0.616792315,0.672287628,0.60725644,0.642094845,0.679700562,0.727429745,0.755304211,0.765841781,0.782552765,0.758099055,0.836361273,0.843061043
184,0.20181834,0.219383693,0.225049882,0.278129654,0.253941527,0.255554687,0.263562092,0.313505488,0.314404545,0.283011829,0.396483108,0.375839607,0.429647319,0.34707241,0.445011871,0.514439439,0.496527377,0.467903403,0.520887861,0.622557598,0.677752173,0.61329299,0.648129815,0.685573009,0.733035144,0.760597151,0.771185509,0.787760856,0.763741861,0.840767236,0.847480394
185,0.204582573,0.222285202,0.228089728,0.281631925,0.257367489,0.259079595,0.267262496,0.317614542,0.318581118,0.287068581,0.401281723,0.380638195,0.434792947,0.351940682,0.450396027,0.519938433,0.502094845,0.473638056,0.526759801,0.628293935,0.683176373,0.619301735,0.654127705,0.691398903,0.738581962,0.765826752,0.776460716,0.792896123,0.769313351,0.845094891,0.851817115
186,0.207364387,0.225203403,0.231147568,0.285149924,0.260812399,0.262624775,0.270984489,0.321741514,0.322776388,0.291148741,0.406090968,0.385451356,0.439946052,0.35683053,0.45578648,0.525430538,0.507659231,0.479376601,0.532624517,0.634000267,0.688559385,0.625281428,0.660087274,0.697177132,0.744069309,0.770992364,0.781666744,0.797958032,0.774812658,0.849344305,0.856071321
187,0.210163649,0.228138138,0.234223224,0.288683382,0.264276011,0.266189963,0.274727771,0.32588599,0.326989923,0.29525192,0.410910206,0.390278449,0.445105853,0.361741292,0.461182338,0.530914823,0.513219557,0.485117956,0.538480853,0.639675553,0.69390039,0.631230835,0.666007304,0.702906616,0.749496337,0.776093377,0.78680298,0.802946095,0.780238967,0.853515588,0.860243179
188,0.212980223,0.231089246,0.237316517,0.292232025,0.267758073,0.269774892,0.278492037,0.330047552,0.331221286,0.299377725,0.415738794,0.395118827,0.450271568,0.366672296,0.466582704,0.536390357,0.518774848,0.490861037,0.544327656,0.645318769,0.699198592,0.637148743,0.671886601,0.708586309,0.754862235,0.781129222,0.791868859,0.807859877,0.785591515,0.857608893,0.864332903
189,0.215813973,0.234056565,0.240427265,0.29579558,0.27125833,0.273379287,0.282276975,0.334225777,0.335470035,0.303525754,0.420576087,0.399971839,0.455442411,0.371622861,0.471986682,0.541856216,0.52432413,0.496604759,0.550163779,0.65092891,0.704453218,0.643033958,0.677724001,0.714215194,0.760166234,0.786099369,0.796863861,0.812698989,0.790869594,0.861624421,0.868340756
190,0.218664758,0.237039929,0.243555282,0.299373768,0.274776525,0.277002872,0.286082271,0.338420236,0.339735722,0.307695602,0.425421439,0.404836831,0.460617597,0.376592298,0.477393372,0.547311479,0.529866432,0.502348035,0.555988079,0.65650499,0.709663522,0.648885303,0.683518362,0.719792287,0.765407604,0.791003331,0.801787512,0.817463092,0.796072549,0.86556241,0.872267046
191,0.221532434,0.240039169,0.246700379,0.302966308,0.278312395,0.280645365,0.289907603,0.342630498,0.344017894,0.311886852,0.430274199,0.409713142,0.465796337,0.381579909,0.482801874,0.552755232,0.535400788,0.508089778,0.561799421,0.662046041,0.71482878,0.654701625,0.689268572,0.725316638,0.770585656,0.79584066,0.806639385,0.822151896,0.801199778,0.869423143,0.876112129
192,0.224416857,0.243054117,0.249862365,0.306572918,0.281865673,0.28430648,0.293752644,0.346856127,0.348316096,0.316099084,0.435133717,0.414600108,0.470977842,0.38658499,0.488211285,0.558186567,0.540926233,0.5138289,0.567596673,0.667551117,0.719948293,0.66048179,0.694973546,0.730787332,0.775699741,0.800610949,0.811419098,0.826765155,0.806250733,0.873206943,0.879876403
