1,1.03993E-07,3.39331E-07,1.22685E-06,3.08196E-07,3.71943E-07,9.91989E-07,6.33739E-07,1.70107E-07,1.22772E-06,5.85374E-07,1.18883E-06,1.03476E-06,2.62203E-07,5.83053E-07,4.08302E-07,1.63097E-07,3.30215E-07,3.79781E-07,6.09139E-07,8.92427E-07,1.04495E-06,1.01486E-06,1.38512E-06,1.06244E-06,8.85356E-07,7.64673E-07,1.67617E-07,1.06789E-06,7.83083E-07,1.38907E-06,1.44932E-06
31,0.002507679,0.004609724,0.008549835,0.004864033,0.005563859,0.009415748,0.007850244,0.004721751,0.011549167,0.008718692,0.012429721,0.012365427,0.007162627,0.010501595,0.009438107,0.006424979,0.009306386,0.010224236,0.013054586,0.015795921,0.017527436,0.018065951,0.020901478,0.019632242,0.018982413,0.013357345,0.010263381,0.022975499,0.020544093,0.027337678,0.028612828
32,0.002752578,0.005032732,0.009275725,0.005317669,0.00607958,0.010243887,0.008562185,0.005189095,0.012562841,0.009525193,0.013533332,0.013479894,0.007869535,0.011492215,0.01035261,0.007083169,0.010226813,0.011230245,0.014307267,0.017279239,0.019162482,0.01976153,0.022825878,0.021480699,0.020798544,0.014611438,0.011358704,0.025170003,0.022549637,0.029918732,0.031313401
33,0.003012708,0.00547963,0.010037742,0.005797563,0.006624853,0.011115599,0.009313488,0.00568603,0.013629565,0.010377631,0.014695711,0.01465512,0.008620912,0.012540874,0.011322967,0.007785132,0.011205211,0.012299077,0.01563509,0.018848435,0.020891078,0.021554982,0.02485783,0.023436209,0.022722518,0.015938286,0.012531046,0.027493985,0.024677755,0.032648766,0.034169577
34,0.003288505,0.005950964,0.010836459,0.006304351,0.007200375,0.012031685,0.010104986,0.006213424,0.014750283,0.011277045,0.015917946,0.015892303,0.009418029,0.01364896,0.01235065,0.00853227,0.012243215,0.013432463,0.017039912,0.020505423,0.022715223,0.023448434,0.026999433,0.02550109,0.024756826,0.017339552,0.013783099,0.029950297,0.026931443,0.035530763,0.03718442
35,0.003580402,0.006447273,0.011672434,0.006838658,0.007806829,0.01299293,0.010937499,0.006772139,0.015925914,0.012224456,0.017201095,0.017192612,0.01026214,0.014817831,0.013437114,0.009325978,0.013342441,0.01463211,0.018523554,0.022252069,0.024636855,0.025443948,0.029252709,0.027677581,0.026903889,0.018816858,0.015117536,0.032541688,0.029313606,0.038567569,0.040360844
36,0.003888833,0.006969089,0.012546212,0.007401106,0.008444892,0.014000098,0.011811833,0.007363032,0.017157353,0.013220868,0.01854619,0.018557185,0.01115449,0.016048824,0.014583791,0.010167645,0.014504484,0.015899701,0.020087802,0.024090185,0.026657853,0.027543524,0.0316196,0.02996785,0.029166051,0.020371792,0.016537017,0.035270801,0.031827063,0.04176189,0.043701612
37,0.004214226,0.007516938,0.013458323,0.007992305,0.009115231,0.015053939,0.012728775,0.007986955,0.018445468,0.014267268,0.01995423,0.019987129,0.01209631,0.017343249,0.015792092,0.011058651,0.01573092,0.017236894,0.0217344,0.026021535,0.028780033,0.029749094,0.034101968,0.032373982,0.031545581,0.0220059,0.018044177,0.03814017,0.034474533,0.045116286,0.047209326
38,0.004557009,0.008091339,0.014409285,0.008612861,0.009818503,0.016155179,0.013689102,0.008644752,0.019791104,0.01536462,0.021426186,0.02148352,0.013088818,0.018702388,0.017063405,0.012000366,0.017023302,0.018645321,0.023465053,0.028047825,0.031005149,0.032062523,0.036701591,0.034897986,0.034044666,0.023720691,0.01964163,0.041152213,0.03725864,0.048633164,0.050886425
39,0.004917608,0.008692802,0.015399597,0.009263371,0.010555359,0.017304529,0.014693571,0.009337262,0.021195078,0.016513874,0.022963,0.023047404,0.014133218,0.020127498,0.018399095,0.01299415,0.018383159,0.020126585,0.025281425,0.030170708,0.033334889,0.034485603,0.039420162,0.037541785,0.036665412,0.025517631,0.021331962,0.044309231,0.0401819,0.052314777,0.054735176
40,0.005296446,0.009321835,0.01642975,0.009944425,0.011326436,0.01850268,0.015742928,0.010065318,0.022658183,0.017715958,0.02456558,0.024679793,0.0152307,0.021619807,0.019800502,0.014041353,0.019811998,0.02168226,0.027185135,0.03239178,0.035770873,0.037020055,0.042259287,0.040307217,0.039409837,0.027398143,0.023117729,0.047613403,0.043246725,0.056163217,0.058757674
