Design temperature <,40 deg C ambient temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design life =~ ,10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equation= ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20 deg,21 deg,22 deg,23 deg,24 deg,25 deg,26 deg,27 deg,28 deg,29 deg,30 deg,31 deg,32 deg,33 deg,34 deg,35 deg ,36 deg,37 deg,38 deg,39 deg,40 deg,41 deg,42 deg,43 deg,44 deg,45 deg,46 deg,47 deg,48 deg,49 deg,50 deg,,,,,,,,,,,,,,
shape parameter = ,1.6977,1.7071,1.7193,1.6958,1.7406,1.7395,1.7249,1.7129,1.7043,1.7285,1.6891,1.6895,1.711,1.7114,1.7098,1.7081,1.7191,1.70,1.7314,1.7466,1.7184,1.7203,1.733,1.715,1.7182,1.7336,1.7129,1.6827,1.748,1.6847,1.7115,,,,,,,,,,,,,,
scale parameter = ,66.623,62.218,58.22,54.722,50.639,47.583,44.046,41.009,38.017,35.769,33.174,31.393,28.975,27.156,25.311,23.512,22.3,20.86,19.383,18.084,16.892,15.776,14.668,13.759,12.787,11.873,11.017,10.303,9.6121,8.959,8.4064,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time/Age [years],20 deg,21 deg,22 deg,23 deg,24 deg,25 deg,26 deg,27 deg,28 deg,29 deg,30 deg,31 deg,32 deg,33 deg,34 deg,35 deg,36 deg,37 deg,38 deg,39 deg,40 deg,41 deg,42 deg,43 deg,44 deg,45 deg,46 deg,47 deg,48 deg,49 deg,50 deg,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
42,0.366757927,0.400269723,0.434689109,0.4718929,0.514271733,0.552844799,0.601971132,0.647162861,0.694278162,0.732845184,0.774522546,0.805093769,0.848530596,0.878660964,0.907183652,0.932379474,0.948661778,0.962995814,0.977954264,0.987181815,0.991633211,0.995436494,0.997952498,0.998863128,0.999554557,0.999868606,0.999949686,0.999976053,0.999998087,0.999998633,0.999999847,,,,,,,,,,,,,,
43,0.378440847,0.412706565,0.447845752,0.485442321,0.528716463,0.5676313,0.61687371,0.661961145,0.708749255,0.747089177,0.787737056,0.817600267,0.859831341,0.888734543,0.915813465,0.939452141,0.954584189,0.967664688,0.981187923,0.989323199,0.993131902,0.996347381,0.998417607,0.999140066,0.999676014,0.999909433,0.999966511,0.999984418,0.999998899,0.999999208,0.99999992,,,,,,,,,,,,,,
44,0.390094048,0.425085296,0.460910393,0.498856652,0.542971402,0.582172649,0.631457507,0.676370677,0.722757483,0.760797772,0.80037198,0.829487158,0.870456548,0.898119227,0.923764833,0.945884416,0.959906354,0.971807323,0.983990895,0.991135274,0.99438086,0.997087429,0.998782469,0.99935258,0.999765614,0.999937973,0.999977861,0.99998993,0.999999373,0.999999545,0.999999958,,,,,,,,,,,,,,
45,0.401709794,0.43739732,0.473873609,0.512126748,0.557026187,0.59645901,0.645714651,0.690386373,0.736301789,0.773973709,0.812436603,0.840768963,0.880429989,0.906846256,0.9310765,0.951721414,0.964677451,0.97547352,0.986413023,0.992663193,0.995417861,0.9976862,0.999067318,0.999514838,0.999831336,0.999957789,0.999985462,0.999993537,0.999999646,0.999999741,0.999999979,,,,,,,,,,,,,,
46,0.413280635,0.449634412,0.486726459,0.525244041,0.570871247,0.610481503,0.659638405,0.704004427,0.749382506,0.78662129,0.823941547,0.85146141,0.889776309,0.914947195,0.93778672,0.957006724,0.968944243,0.978709782,0.988499649,0.993946949,0.996275733,0.998168689,0.999288646,0.999638106,0.99987927,0.999971455,0.999990518,0.99999588,0.999999802,0.999999854,0.999999989,,,,,,,,,,,,,,
47,0.424799411,0.461788718,0.499460472,0.53820053,0.584497785,0.624232179,0.673223121,0.717222245,0.762001261,0.798746246,0.834898613,0.861581243,0.898520806,0.922453691,0.943933029,0.961782226,0.972750955,0.981559308,0.990291798,0.995021773,0.996982854,0.998555906,0.999459807,0.999731292,0.999914035,0.999980818,0.999993857,0.999997391,0.99999989,0.999999918,0.999999995,,,,,,,,,,,,,,
48,0.436259245,0.473852754,0.51206765,0.550988773,0.597897769,0.637703993,0.686464202,0.73003838,0.774160884,0.810355611,0.845320637,0.871146063,0.906689211,0.929397254,0.949552037,0.966087957,0.97613921,0.984062049,0.991826416,0.99591854,0.997563631,0.998865419,0.999591556,0.999801391,0.999939108,0.99998719,0.999996046,0.999998359,0.99999994,0.999999955,0.999999997,,,,,,,,,,,,,,
49,0.447653543,0.485819397,0.524540458,0.563601872,0.611063909,0.650890775,0.69935805,0.742452467,0.785865319,0.821457599,0.855221347,0.880174155,0.914307498,0.93580906,0.95467927,0.969962,0.979147991,0.986254776,0.993136607,0.996664168,0.998038945,0.999111839,0.999692498,0.999853868,0.999957092,0.999991498,0.999997472,0.999998975,0.999999967,0.999999975,0.999999999,,,,,,,,,,,,,,
50,0.458975995,0.497681886,0.536871817,0.576033461,0.623989639,0.663787206,0.711902027,0.754465159,0.79711953,0.832061484,0.864615231,0.888684348,0.921401703,0.941719782,0.959349026,0.973440421,0.98181365,0.988171193,0.994251902,0.997282012,0.998426581,0.999307256,0.999769482,0.999892963,0.999969921,0.999994392,0.999998394,0.999999364,0.999999982,0.999999986,0.999999999,,,,,,,,,,,,,,
51,0.470220565,0.509433814,0.549055099,0.588277698,0.636669099,0.676388783,0.724094403,0.76607806,0.80792942,0.842177481,0.873517409,0.896695869,0.927997772,0.94715944,0.963594267,0.976557227,0.984169937,0.989842068,0.995198527,0.997792236,0.998741612,0.999461621,0.999827927,0.999921949,0.999979022,0.999996324,0.999998987,0.999999608,0.999999991,0.999999993,1,,,,,,,,,,,,,,
52,0.481381496,0.521069125,0.561084118,0.60032925,0.649097117,0.688691793,0.735934313,0.777293665,0.818301737,0.851816641,0.881943516,0.904228213,0.93412141,0.952157278,0.967446533,0.979344353,0.986248059,0.991295368,0.995999668,0.99821217,0.998996751,0.999583087,0.999872096,0.999943339,0.999985444,0.999997605,0.999999365,0.99999976,0.999999995,0.999999996,1,,,,,,,,,,,,,,
53,0.492453299,0.53258211,0.572953123,0.612183276,0.661269182,0.700693279,0.747421709,0.78811529,0.828244001,0.860990734,0.889909585,0.911301026,0.93979796,0.956741652,0.970935883,0.981831673,0.988076761,0.992556427,0.996675744,0.99855664,0.999202679,0.999678297,0.999905327,0.999959049,0.999989951,0.999998449,0.999999604,0.999999854,0.999999997,0.999999998,1,,,,,,,,,,,,,,
54,0.503430758,0.543967402,0.584656789,0.62383542,0.673181429,0.71239101,0.758557315,0.798547016,0.837764417,0.869712153,0.89743195,0.917933995,0.945052291,0.960939949,0.974090854,0.98404703,0.989682418,0.9936481,0.997244657,0.998838273,0.999368321,0.999752644,0.999930217,0.999970534,0.999993098,0.999999002,0.999999755,0.999999911,0.999999999,0.999999999,1,,,,,,,,,,,,,,
55,0.514308922,0.555219965,0.59619021,0.635281794,0.684830612,0.723783448,0.769342579,0.808593625,0.8468718,0.877993814,0.904527144,0.924146748,0.949908702,0.964778512,0.976938436,0.986016281,0.991089143,0.994590939,0.997722044,0.999067773,0.99950111,0.999810478,0.999948778,0.99997889,0.999995283,0.999999361,0.999999849,0.999999947,0.999999999,0.999999999,1,,,,,,,,,,,,,,
56,0.525083099,0.566335096,0.607548886,0.646518962,0.696214084,0.734869716,0.779779628,0.818260541,0.855575504,0.885849063,0.911211809,0.929958765,0.95439084,0.96828259,0.979504071,0.987763353,0.992318903,0.995403352,0.998121511,0.999254183,0.999607205,0.9998553,0.999962557,0.999984943,0.999996792,0.999999594,0.999999908,0.999999968,1,1,1,,,,,,,,,,,,,,
57,0.535748859,0.577308415,0.618728718,0.657543931,0.707329774,0.745649569,0.789871222,0.827553772,0.863885346,0.89329159,0.917502618,0.935389297,0.95852163,0.971476299,0.981811659,0.989310323,0.993391644,0.99610178,0.998454849,0.999405102,0.999691691,0.999889906,0.999972743,0.999989306,0.999997829,0.999999743,0.999999944,0.999999981,1,1,1,,,,,,,,,,,,,,
58,0.546302025,0.588135857,0.629725995,0.668354129,0.71817616,0.756123354,0.79962071,0.836479856,0.871811542,0.900335343,0.923416196,0.940457292,0.962323222,0.974382594,0.983883582,0.990677488,0.994325414,0.996700851,0.998732238,0.999526894,0.999758747,0.999916527,0.999980239,0.999992438,0.999998539,0.999999839,0.999999966,0.999999989,1,1,1,,,,,,,,,,,,,,
59,0.556738668,0.598813668,0.640537385,0.678947397,0.728752252,0.766291984,0.809031985,0.845045801,0.879364639,0.906994456,0.928969053,0.945181338,0.965816944,0.977023258,0.985740734,0.991883454,0.995136493,0.997213542,0.998962438,0.999624867,0.999811795,0.999936929,0.999985732,0.999994676,0.999999021,0.999999899,0.99999998,0.999999993,1,1,1,,,,,,,,,,,,,,
60,0.567055108,0.609338398,0.651159925,0.689321972,0.739057561,0.776156905,0.818109444,0.853259038,0.88655546,0.913283176,0.934177523,0.949579604,0.969023266,0.979418899,0.98740256,0.992945225,0.99583952,0.997651326,0.999152958,0.999703429,0.999853624,0.999952509,0.99998974,0.999996267,0.999999347,0.999999937,0.999999988,0.999999996,1,1,1,,,,,,,,,,,,,,
61,0.577247904,0.619706894,0.66159101,0.699476469,0.749092082,0.785720061,0.826857941,0.86112737,0.893395042,0.919215796,0.939057707,0.953669791,0.97196178,0.981588958,0.988887111,0.993878297,0.996447617,0.998024319,0.999310213,0.999766227,0.999886501,0.999964362,0.999992652,0.999997394,0.999999567,0.999999961,0.999999993,0.999999998,1,1,1,,,,,,,,,,,,,,
62,0.587313851,0.629916291,0.671828382,0.70940987,0.758856263,0.794983865,0.835282751,0.868658918,0.899894583,0.924806592,0.943625426,0.957469098,0.974651179,0.98355172,0.990211091,0.994696752,0.996972513,0.99834141,0.999439663,0.999816267,0.999912258,0.999973348,0.999994758,0.999998188,0.999999714,0.999999976,0.999999996,0.999999999,1,1,1,,,,,,,,,,,,,,
63,0.597249979,0.639964007,0.681870118,0.719121508,0.76835099,0.803951166,0.843389527,0.875862081,0.90606539,0.930069771,0.947896178,0.960994185,0.977109252,0.985324342,0.991389919,0.99541335,0.997424659,0.998610388,0.999545941,0.999856016,0.999932374,0.999980136,0.999996276,0.999998746,0.999999812,0.999999986,0.999999998,0.999999999,1,1,1,,,,,,,,,,,,,,
64,0.607053541,0.649847733,0.691714622,0.728611051,0.777577553,0.812625218,0.851184263,0.882745491,0.911918837,0.935019421,0.9518851,0.964261147,0.979352882,0.986922874,0.99243779,0.996039621,0.997813342,0.998838058,0.999632964,0.999887494,0.999948033,0.999985245,0.999997365,0.999999136,0.999999877,0.999999991,0.999999999,1,1,1,1,,,,,,,,,,,,,,
65,0.616722015,0.659565429,0.70136061,0.737878486,0.786537632,0.821009654,0.858673257,0.889317967,0.917466314,0.939669458,0.955606934,0.967285494,0.981398054,0.9883623,0.993367737,0.996585962,0.998146793,0.999030348,0.999704033,0.999912344,0.999960184,0.999989077,0.999998143,0.999999407,0.99999992,0.999999995,0.999999999,1,1,1,1,,,,,,,,,,,,,,
66,0.626253094,0.669115311,0.710807103,0.746924108,0.795233267,0.829108451,0.865863074,0.895588481,0.922719193,0.944033593,0.959076004,0.970082134,0.98325986,0.989656568,0.994191701,0.997061715,0.998432283,0.999192409,0.999761922,0.999931902,0.999969585,0.99999194,0.999998696,0.999999594,0.999999948,0.999999997,1,1,1,1,1,,,,,,,,,,,,,,
67,0.635644682,0.678495851,0.72005341,0.7557485,0.803666841,0.836925904,0.872760511,0.901566116,0.927688786,0.94812529,0.962306191,0.972665365,0.984952522,0.990818635,0.99492059,0.997475261,0.998676221,0.999328701,0.999808952,0.999947247,0.999976834,0.999994073,0.999999088,0.999999724,0.999999967,0.999999998,1,1,1,1,1,,,,,,,,,,,,,,
68,0.644894891,0.687705759,0.729099122,0.764352524,0.811841051,0.844466597,0.87937257,0.907260033,0.932386314,0.951957736,0.965310914,0.975048868,0.986489406,0.991860506,0.995564349,0.997834097,0.99888424,0.999443081,0.999847061,0.999959252,0.999982407,0.999995656,0.999999365,0.999999813,0.999999979,0.999999999,1,1,1,1,1,,,,,,,,,,,,,,
69,0.654002034,0.696743985,0.737944097,0.7727373,0.81975889,0.851735376,0.885706417,0.912679438,0.936822875,0.955543812,0.968103118,0.977245703,0.987883049,0.992793285,0.996132024,0.998144911,0.999061279,0.99953887,0.999877863,0.999968614,0.999986679,0.999996827,0.99999956,0.999999874,0.999999986,0.999999999,1,1,1,1,1,,,,,,,,,,,,,,
70,0.662964616,0.705609704,0.74658845,0.780904199,0.827423626,0.858737324,0.89176936,0.917833552,0.941009415,0.958896067,0.970695266,0.979268316,0.989145182,0.993627212,0.99663182,0.99841366,0.999211655,0.999618921,0.999902695,0.999975894,0.999989942,0.999997689,0.999999696,0.999999915,0.999999991,1,1,1,1,1,1,,,,,,,,,,,,,,
71,0.671781336,0.71430231,0.755032541,0.788854821,0.834838776,0.865477732,0.897568816,0.922731579,0.944956705,0.962026702,0.973099325,0.981128538,0.990286762,0.994371715,0.997071169,0.998645631,0.999339134,0.999685682,0.999922663,0.999981537,0.999992429,0.999998323,0.99999979,0.999999943,0.999999995,1,1,1,1,1,1,,,,,,,,,,,,,,
72,0.680451075,0.722821411,0.763276965,0.796590988,0.842008091,0.871962079,0.903112288,0.927382684,0.948675316,0.964947546,0.97532677,0.982837598,0.991318,0.995035456,0.997456782,0.998845512,0.999446993,0.999741244,0.99993868,0.9999859,0.999994317,0.999998787,0.999999856,0.999999962,0.999999997,1,1,1,1,1,1,,,,,,,,,,,,,,
73,0.688972894,0.731166815,0.771322539,0.804114728,0.848935531,0.878196002,0.908407335,0.931795967,0.9521756,0.96767005,0.97738858,0.984406131,0.992248391,0.995626376,0.997794712,0.999017446,0.999538076,0.999787392,0.999951494,0.999989261,0.999995746,0.999999125,0.999999902,0.999999975,0.999999998,1,1,1,1,1,1,,,,,,,,,,,,,,
74,0.697346026,0.739338527,0.779170292,0.811428257,0.85562525,0.88418528,0.913461552,0.93598044,0.955467675,0.970205268,0.979295239,0.985844191,0.993086753,0.996151738,0.998090401,0.999165088,0.999614844,0.999825641,0.999961721,0.999991844,0.999996825,0.999999371,0.999999933,0.999999983,0.999999999,1,1,1,1,1,1,,,,,,,,,,,,,,
75,0.705569872,0.74733674,0.786821453,0.818533973,0.862081571,0.889935809,0.918282545,0.939945006,0.958561408,0.972563858,0.981056742,0.987161268,0.993841253,0.996618177,0.998348737,0.999291654,0.999679423,0.99985728,0.999969863,0.999993823,0.999997637,0.99999955,0.999999955,0.999999989,0.999999999,1,1,1,1,1,1,,,,,,,,,,,,,,
76,0.713643994,0.755161824,0.794277443,0.825434441,0.868308974,0.895453579,0.922877912,0.943698443,0.961466401,0.974756068,0.9826826,0.988366301,0.994519444,0.997031737,0.998574097,0.999399971,0.999733645,0.999883398,0.999976328,0.999995335,0.999998246,0.999999679,0.999999969,0.999999993,0.999999999,1,1,1,1,1,1,,,,,,,,,,,,,,
77,0.721568113,0.762814323,0.801539857,0.832132377,0.874312073,0.900744659,0.927255222,0.947249385,0.964191983,0.976791738,0.984181849,0.989467694,0.9951283,0.997397918,0.998770394,0.999492513,0.999779086,0.999904916,0.99998145,0.999996487,0.999998702,0.999999771,0.999999979,0.999999995,1,1,1,1,1,1,1,,,,,,,,,,,,,,
78,0.729342098,0.770294943,0.808610464,0.83863064,0.880095602,0.905815176,0.931421998,0.95060631,0.9667472,0.978680298,0.985563058,0.990473343,0.995674243,0.99772171,0.998941121,0.999571446,0.999817096,0.999922608,0.999985498,0.999997361,0.999999042,0.999999838,0.999999986,0.999999997,1,1,1,1,1,1,1,,,,,,,,,,,,,,
79,0.736965963,0.777604545,0.815491188,0.844932218,0.885664398,0.910671294,0.935385699,0.953777522,0.969140809,0.98043077,0.986834342,0.991390645,0.996163184,0.998007638,0.999089389,0.99963866,0.99984883,0.999937125,0.999988688,0.999998024,0.999999295,0.999999885,0.999999991,0.999999998,1,1,1,1,1,1,1,,,,,,,,,,,,,,
80,0.744439863,0.784744141,0.822184099,0.851040217,0.891023384,0.915319202,0.939153708,0.956771144,0.971381273,0.982051769,0.988003371,0.992226524,0.996600548,0.998259795,0.999217961,0.999695799,0.999875276,0.999949014,0.999991197,0.999998524,0.999999483,0.999999919,0.999999994,0.999999999,1,1,1,1,1,1,1,,,,,,,,,,,,,,
81,0.751764086,0.791714879,0.828691409,0.85695785,0.896177555,0.919765098,0.942733313,0.959595107,0.973476757,0.98355151,0.989077388,0.99298745,0.996991309,0.998481874,0.99932929,0.999744295,0.999897274,0.999958732,0.999993165,0.9999989,0.999999622,0.999999943,0.999999996,0.999999999,1,1,1,1,1,1,1,,,,,,,,,,,,,,
82,0.758939047,0.798518044,0.835015454,0.862688426,0.901131964,0.92401517,0.946131699,0.96225714,0.975435126,0.984937812,0.990063218,0.993679459,0.997340018,0.998677206,0.999425548,0.999785387,0.999915539,0.999966659,0.999994706,0.999999183,0.999999724,0.99999996,0.999999997,0.999999999,1,1,1,1,1,1,1,,,,,,,,,,,,,,
83,0.765965286,0.805155045,0.84115869,0.868235341,0.905891706,0.928075584,0.949355932,0.964764763,0.977263946,0.986218108,0.990967284,0.994308176,0.997650833,0.998848788,0.999508653,0.999820149,0.999930675,0.999973113,0.999995908,0.999999395,0.999999799,0.999999972,0.999999998,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
84,0.77284346,0.811627409,0.847123683,0.873602064,0.910461908,0.931952475,0.952412953,0.967125283,0.978970482,0.987399449,0.991795624,0.994878831,0.997927546,0.998999311,0.999580299,0.999849508,0.999943197,0.999978357,0.999996845,0.999999553,0.999999854,0.999999981,0.999999999,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
85,0.779574337,0.817936775,0.852913097,0.878792133,0.914847715,0.935651928,0.955309567,0.969345786,0.980561702,0.988488519,0.992553904,0.995396284,0.998173612,0.999131189,0.999641977,0.999874265,0.999953537,0.99998261,0.999997573,0.99999967,0.999999894,0.999999987,0.999999999,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
86,0.786158792,0.824084886,0.858529689,0.883809141,0.919054277,0.939179972,0.958052433,0.971433139,0.98204428,0.98949164,0.993247433,0.995865041,0.998392169,0.999246583,0.999694998,0.999895107,0.999962059,0.999986053,0.999998137,0.999999758,0.999999924,0.999999991,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
87,0.792597802,0.830073581,0.863976296,0.888656729,0.923086743,0.94254257,0.960648061,0.973393979,0.983424597,0.990414785,0.993881182,0.996289277,0.99858607,0.999347423,0.999740512,0.999912625,0.999969071,0.999988834,0.999998573,0.999999823,0.999999945,0.999999994,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
88,0.79889244,0.835904792,0.869255832,0.893338578,0.926950243,0.945745604,0.963102802,0.975234721,0.98470875,0.991263591,0.994459795,0.996672855,0.998757897,0.999435433,0.999779526,0.999927326,0.999974829,0.999991077,0.99999891,0.99999987,0.999999961,0.999999996,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
89,0.80504387,0.841580533,0.874371276,0.897858398,0.930649885,0.948794874,0.965422845,0.97696155,0.985902553,0.992043367,0.994987608,0.997019342,0.998909989,0.999512147,0.999812921,0.999939643,0.999979551,0.999992882,0.999999169,0.999999905,0.999999972,0.999999997,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
90,0.811053343,0.847102899,0.879325665,0.902219925,0.934190745,0.951696084,0.967614212,0.978580426,0.987011546,0.99275911,0.995468665,0.997332029,0.99904446,0.999578931,0.999841467,0.999949947,0.999983414,0.999994333,0.999999368,0.999999931,0.99999998,0.999999998,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
91,0.816922192,0.852474053,0.884122088,0.906426909,0.937577853,0.954454838,0.969682756,0.980097082,0.988040999,0.993415514,0.995906729,0.997613948,0.999163215,0.999636997,0.999865833,0.999958554,0.99998657,0.999995495,0.99999952,0.99999995,0.999999986,0.999999999,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
92,0.822651824,0.857696226,0.888763677,0.91048311,0.940816192,0.957076635,0.971634155,0.981517026,0.988995921,0.994016985,0.996305299,0.997867889,0.999267974,0.99968742,0.999886602,0.999965731,0.999989144,0.999996426,0.999999636,0.999999964,0.99999999,0.999999999,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
93,0.828243719,0.862771706,0.893253601,0.914392289,0.943910689,0.959566861,0.973473915,0.982845547,0.989881066,0.994567652,0.996667628,0.998096415,0.999360283,0.999731151,0.999904281,0.999971706,0.999991239,0.999997169,0.999999725,0.999999974,0.999999993,0.999999999,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
94,0.833699426,0.867702839,0.897595059,0.918158203,0.946866205,0.961930783,0.975207364,0.984087712,0.990700942,0.99507138,0.99699673,0.998301881,0.999441529,0.999769032,0.999919309,0.999976674,0.999992942,0.999997762,0.999999793,0.999999981,0.999999995,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
95,0.839020555,0.872492015,0.901791276,0.921784602,0.949687534,0.964173549,0.976839655,0.985248375,0.991459817,0.995531784,0.997295401,0.998486443,0.999512959,0.999801804,0.999932065,0.999980798,0.999994323,0.999998234,0.999999844,0.999999987,0.999999996,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
96,0.844208773,0.877141671,0.905845491,0.925275214,0.952379393,0.966300182,0.978375763,0.986332178,0.992161729,0.995952236,0.997566226,0.998652076,0.999575689,0.999830121,0.999942878,0.999984216,0.999995441,0.999998609,0.999999883,0.99999999,0.999999997,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
97,0.849265803,0.88165428,0.909760958,0.928633753,0.95494642,0.968315576,0.979820489,0.987343555,0.992810493,0.996335883,0.997811596,0.998800585,0.999630719,0.99985456,0.999952032,0.999987044,0.999996345,0.999998906,0.999999912,0.999999993,0.999999998,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
98,0.854193418,0.886032347,0.913540937,0.931863901,0.957393168,0.970224497,0.981178457,0.988286737,0.99340971,0.996685657,0.998033718,0.998933621,0.99967894,0.999875625,0.999959771,0.999989381,0.999997075,0.999999141,0.999999935,0.999999995,0.999999999,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
99,0.858993435,0.890278408,0.917188686,0.934969314,0.959724103,0.972031576,0.982454118,0.989165759,0.993962775,0.997004286,0.998234629,0.999052687,0.999721148,0.99989376,0.999966304,0.999991309,0.999997663,0.999999327,0.999999951,0.999999997,0.999999999,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
100,0.863667713,0.894395019,0.920707465,0.937953609,0.961943598,0.973741313,0.983651754,0.989984463,0.994472887,0.997294303,0.998416204,0.999159155,0.999758054,0.999909354,0.999971813,0.999992897,0.999998136,0.999999473,0.999999964,0.999999998,0.999999999,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
101,0.868218149,0.898384759,0.92410052,0.940820368,0.964055932,0.975358073,0.984775476,0.990746505,0.994943053,0.997558062,0.998580169,0.999254273,0.999790287,0.999922747,0.99997645,0.999994203,0.999998515,0.999999589,0.999999973,0.999999998,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
102,0.872646676,0.902250219,0.927371086,0.943573129,0.966065285,0.976886084,0.985829228,0.991455356,0.995376102,0.997797745,0.998728112,0.999339174,0.99981841,0.999934235,0.99998035,0.999995276,0.999998819,0.999999679,0.99999998,0.999999999,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
103,0.876955254,0.905994002,0.930522382,0.946215383,0.967975738,0.978329442,0.98681679,0.992114316,0.995774688,0.998015373,0.998861489,0.99941489,0.99984292,0.999944078,0.999983625,0.999996156,0.999999063,0.99999975,0.999999985,0.999999999,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
104,0.881145872,0.909618717,0.933557604,0.948750572,0.969791271,0.979692106,0.987741786,0.992726513,0.996141304,0.998212815,0.998981636,0.999482353,0.999864258,0.999952501,0.999986371,0.999996876,0.999999257,0.999999806,0.999999989,0.999999999,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
105,0.885220543,0.913126977,0.936479924,0.951182089,0.97151576,0.980977902,0.988607677,0.993294911,0.996478282,0.998391799,0.99908978,0.999542411,0.999882815,0.999959701,0.99998867,0.999997465,0.999999412,0.99999985,0.999999992,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
106,0.889181298,0.916521394,0.939292486,0.953513268,0.973152977,0.982190524,0.989417776,0.993822316,0.996787808,0.998553921,0.999187041,0.999595829,0.999898936,0.999965847,0.999990594,0.999997946,0.999999536,0.999999884,0.999999994,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
107,0.893030187,0.919804576,0.941998401,0.955747391,0.974706591,0.98333353,0.990175244,0.994311382,0.997071926,0.998700653,0.999274444,0.999643301,0.999912926,0.999971089,0.999992201,0.999998338,0.999999634,0.99999991,0.999999996,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
108,0.896769274,0.922979125,0.944600746,0.957887676,0.976180163,0.984410352,0.990883097,0.994764618,0.997332546,0.998833348,0.999352925,0.99968545,0.999925054,0.999975553,0.999993541,0.999998657,0.999999712,0.999999931,0.999999997,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
109,0.900400632,0.926047632,0.947102561,0.959937286,0.977577149,0.985424291,0.99154421,0.995184392,0.99757145,0.998953256,0.999423341,0.999722843,0.999935556,0.999979351,0.999994658,0.999998916,0.999999773,0.999999946,0.999999998,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
110,0.903926346,0.929012675,0.949506847,0.961899316,0.9789009,0.986378522,0.992161321,0.995572936,0.997790302,0.999061522,0.999486469,0.999755986,0.999944642,0.999982578,0.999995587,0.999999127,0.999999822,0.999999959,0.999999998,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
111,0.907348503,0.931876817,0.95181656,0.963776803,0.980154662,0.987276094,0.992737034,0.995932357,0.997990651,0.999159201,0.999543019,0.999785339,0.999952493,0.999985317,0.999996359,0.999999297,0.99999986,0.999999968,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
112,0.910669194,0.934642603,0.954034614,0.965572713,0.981341576,0.988119937,0.993273827,0.996264635,0.99817394,0.999247258,0.999593637,0.999811311,0.999959271,0.999987638,0.999996999,0.999999435,0.999999891,0.999999976,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
113,0.913890511,0.937312557,0.956163875,0.967289951,0.982464679,0.988912857,0.993774051,0.996571637,0.99834151,0.999326579,0.999638911,0.999834272,0.999965116,0.999989605,0.99999753,0.999999547,0.999999915,0.999999981,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
114,0.917014545,0.939889178,0.958207163,0.968931354,0.983526905,0.989657546,0.994239939,0.996855114,0.99849461,0.999397975,0.999679372,0.999854555,0.999970152,0.999991268,0.99999797,0.999999637,0.999999933,0.999999986,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
115,0.920043381,0.942374944,0.960167245,0.97049969,0.984531087,0.990356582,0.994673608,0.997116713,0.998634396,0.999462188,0.999715504,0.999872457,0.999974485,0.999992673,0.999998333,0.999999709,0.999999948,0.999999989,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
