0.000764506	0.000846005	0.000943206	0.001092282	0.001236184	0.001406287	0.001541106	0.001882028	0.002200561	0.002469226	0.002656558	0.003159787	0.003477348	0.004064119	0.004813754	0.005415472	0.006136161	0.006990143	0.008311762	0.009052833	0.010414885	0.012559159	0.013602143	0.016018952	0.018518105	0.020625732	0.023516058	0.026570732	0.031033084	0.035218381	0.040811697
0.002146322	0.002394867	0.002683774	0.003091505	0.003511481	0.00399697	0.004431373	0.005322819	0.006186814	0.006973635	0.007615301	0.008960964	0.00995282	0.011597787	0.01354223	0.015274142	0.017326006	0.01973956	0.023098989	0.025533164	0.029193837	0.034418467	0.037935032	0.044040255	0.050442527	0.056467273	0.064001099	0.071567761	0.082763257	0.093291415	0.106281928
0.003444545	0.00385939	0.004335408	0.00497805	0.0056624	0.00644397	0.007185729	0.008547178	0.009894764	0.011169819	0.012286422	0.014355036	0.016004069	0.018588013	0.021494933	0.024232465	0.02743971	0.031185029	0.036051799	0.040065624	0.045459345	0.052676189	0.058376522	0.06677996	0.075580338	0.084228431	0.094371133	0.104045523	0.118052662	0.130904057	0.145520759
0.004690768	0.00526862	0.0059258	0.00678677	0.007722884	0.008782639	0.009826293	0.011600644	0.013381311	0.01510552	0.016681679	0.01936978	0.021620298	0.025008213	0.028671995	0.032246209	0.036377839	0.041157797	0.047022808	0.052280076	0.058746101	0.066930644	0.074077842	0.083307817	0.092848985	0.102333069	0.112715217	0.122038703	0.134735361	0.145775949	0.156847601
0.005892302	0.00662819	0.007459063	0.008522705	0.009695728	0.011013839	0.01234641	0.014480069	0.016641764	0.018766663	0.020766813	0.023966107	0.026736623	0.030770329	0.034979785	0.039184721	0.043966216	0.049429972	0.055776177	0.061815427	0.068650962	0.076828346	0.084488256	0.0931608	0.101899185	0.110465098	0.118993117	0.126060132	0.134448561	0.1409493	0.145722041
0.007050992	0.007938503	0.008934122	0.010184428	0.011577156	0.013131408	0.014734003	0.017173217	0.019660485	0.022129573	0.024503043	0.028098954	0.031288843	0.035792269	0.040332773	0.044939248	0.050073496	0.055845812	0.062179062	0.068484044	0.075025545	0.082358918	0.08959344	0.096618199	0.103386496	0.109717494	0.115047338	0.118871892	0.12176124	0.122989909	0.121497401
0.008166586	0.009198015	0.010348055	0.011768268	0.013361311	0.015127191	0.016975974	0.019666035	0.022420184	0.025170691	0.02785527	0.031729024	0.035224601	0.040011775	0.044672981	0.049443906	0.054633434	0.06034568	0.066229565	0.072293971	0.077987555	0.083852603	0.089877003	0.094583694	0.098732433	0.102156022	0.103861277	0.104379402	0.102251859	0.099100618	0.093216279
0.009237896	0.010404378	0.011697261	0.013269787	0.015041831	0.016992815	0.019059825	0.021945267	0.02490523	0.027870079	0.030795214	0.034827091	0.038507587	0.0433914	0.047975951	0.052681304	0.057648907	0.0629672	0.068051066	0.073432969	0.077881489	0.081904689	0.086189196	0.088352289	0.089753251	0.090237557	0.088682537	0.086487586	0.08083546	0.074968296	0.067057819
0.010263314	0.011554948	0.012977991	0.014684452	0.016612576	0.018720518	0.020974448	0.023999645	0.027103149	0.030212984	0.033302871	0.037375786	0.041119131	0.045919891	0.050251395	0.054681529	0.059187363	0.063834849	0.067870847	0.07223166	0.07521401	0.077270997	0.079577866	0.079352976	0.078294222	0.076289314	0.072324979	0.068309463	0.060875316	0.053940105	0.045900947
0.01124108	0.01264706	0.014186631	0.016007989	0.018068012	0.020303582	0.02271055	0.02582051	0.029005361	0.032190551	0.035367115	0.039370113	0.043058297	0.047611434	0.051540819	0.055517144	0.05937101	0.063142513	0.065990615	0.069115839	0.070580051	0.070760617	0.071122811	0.068928488	0.065953944	0.062166409	0.056795791	0.051848733	0.044085778	0.037281982	0.030213575
0.012169437	0.013678178	0.015319863	0.017236593	0.019403434	0.021736582	0.024260909	0.027402119	0.030607502	0.033800039	0.036985755	0.040817169	0.044340966	0.048503369	0.051913205	0.055295618	0.058363879	0.061132299	0.062754306	0.064556291	0.064592317	0.063144091	0.061802931	0.05818686	0.053933726	0.049116054	0.043238676	0.038069832	0.030921253	0.024920404	0.019240072
0.013046724	0.014645998	0.016374777	0.01836705	0.020615103	0.023015526	0.025620498	0.028741772	0.031909487	0.035044725	0.03816519	0.041735278	0.044998138	0.04865285	0.051459438	0.054150287	0.056357457	0.058072416	0.058517354	0.059022904	0.057823276	0.055087595	0.05241142	0.047933254	0.043004746	0.037809116	0.032088088	0.027175133	0.021100523	0.016164195	0.011873735
0.013871438	0.015548509	0.017348927	0.019396818	0.021700317	0.024137922	0.02678654	0.029839801	0.0329154	0.035933568	0.038919764	0.042152711	0.0450737	0.048132782	0.050286123	0.052230791	0.053556416	0.054236432	0.053620476	0.052947835	0.050764667	0.047116398	0.043520572	0.038670149	0.033559429	0.028468365	0.023306844	0.018920979	0.014037723	0.010179439	0.007091704
0.014642275	0.016384034	0.01824038	0.020324072	0.022657447	0.025102792	0.027758483	0.030699473	0.033633237	0.036480699	0.039270869	0.042106114	0.044621821	0.047027409	0.04850927	0.049693792	0.050165592	0.049885649	0.048369825	0.04670023	0.043805624	0.039605022	0.035487591	0.030643047	0.025705499	0.021024876	0.016609801	0.012871227	0.009104646	0.006215146	0.004087467
0.015358158	0.01715126	0.019047736	0.021147727	0.023485947	0.025910653	0.028537941	0.031326805	0.034074556	0.036704785	0.039245889	0.041638751	0.043704183	0.045427838	0.046248303	0.046694605	0.04637911	0.045255666	0.043024218	0.040572843	0.037227444	0.03278778	0.028487496	0.023907117	0.019367245	0.015255863	0.011625586	0.008556985	0.005749221	0.003670643	0.002266676
0.016018256	0.01784925	0.019770143	0.021867439	0.024186326	0.026563455	0.029128565	0.031730328	0.034254044	0.036628301	0.038877025	0.040798666	0.04238718	0.043427786	0.043620722	0.043380217	0.042372132	0.040547529	0.037789116	0.034779226	0.031211057	0.026781943	0.022558646	0.018394959	0.014371503	0.010883166	0.007989917	0.005555702	0.003527773	0.002092101	0.001206441
0.016621991	0.018477451	0.020407292	0.022483599	0.02476012	0.027064503	0.029535905	0.031920803	0.034189033	0.036276755	0.038200077	0.039636861	0.040739255	0.041119755	0.040737652	0.03988394	0.038295407	0.035923316	0.032816378	0.029459058	0.025852512	0.02161623	0.017649071	0.013973304	0.01050912	0.007631595	0.005386585	0.00351832	0.002099453	0.001148534	0.000615332
0.017169046	0.019035696	0.02095941	0.022997302	0.025209828	0.027418353	0.029767219	0.031910903	0.033898988	0.035677888	0.037253215	0.038205563	0.038828464	0.038591797	0.03770042	0.036321804	0.034272496	0.031505581	0.028208342	0.024688803	0.021182073	0.017258931	0.013656082	0.010483806	0.007572385	0.005256585	0.003557443	0.002170234	0.001209867	0.000606523	0.000300484
0.017659365	0.019524198	0.021427247	0.023410322	0.02553885	0.027630693	0.029831273	0.03171488	0.03340498	0.034860889	0.036075807	0.036556641	0.036720382	0.03592496	0.034598195	0.032790595	0.030399319	0.027379783	0.024024705	0.020494926	0.017183397	0.013642078	0.010455788	0.007768444	0.005373864	0.003552918	0.002298332	0.001302263	0.000674374	0.000307854	0.00014044
