0.000929139	0.001030372	0.001140138	0.00134373	0.001537443	0.001653598	0.001987004	0.002339578	0.002682843	0.002887178	0.003211941	0.004004134	0.004073686	0.004331628	0.005324869	0.006186909	0.006718617	0.007489618	0.008178054	0.009060632	0.010608385	0.012009602	0.013678479	0.015765269	0.017556162	0.020045729	0.023390377	0.027407868	0.028690463	0.034726248	0.038250635
0.002267296	0.002533256	0.002819897	0.003279968	0.003769097	0.004095864	0.00485449	0.005650555	0.006455782	0.007030402	0.00783647	0.009489104	0.009970522	0.010765496	0.012951036	0.014880815	0.01623644	0.018184785	0.020105068	0.022430086	0.025873179	0.029207411	0.033095571	0.037635753	0.042167912	0.047844282	0.054684812	0.062868296	0.067902412	0.078852417	0.08674218
0.003389003	0.003799466	0.004239455	0.004898725	0.005628142	0.006148901	0.00723126	0.008361322	0.009529609	0.010429499	0.011654916	0.013855621	0.014802024	0.016110851	0.019100898	0.021772268	0.023772044	0.026659644	0.029579137	0.033021497	0.037692451	0.042327459	0.047601672	0.05351754	0.059852512	0.067204873	0.075485898	0.085214383	0.092710332	0.104314383	0.11342739
0.004406281	0.00494936	0.005528728	0.006359217	0.00729635	0.007997812	0.009350556	0.010756288	0.012230843	0.01341812	0.015019859	0.017601567	0.019000663	0.020776684	0.024333022	0.0275352	0.030027873	0.033639862	0.037312985	0.041551514	0.046945984	0.052337789	0.058306513	0.064757157	0.07193434	0.079690704	0.087900212	0.097178239	0.105310281	0.114851638	0.12271858
0.005349932	0.006015871	0.006723118	0.007704133	0.008822863	0.009691814	0.011273723	0.012909531	0.014643278	0.016080659	0.018015155	0.020850802	0.022666068	0.024847427	0.028771697	0.032323109	0.035160626	0.03927462	0.043443848	0.048149899	0.053809692	0.059448045	0.065494597	0.071760132	0.078871516	0.085989488	0.093006357	0.100399948	0.107581068	0.11357621	0.118776872
0.006234054	0.007013901	0.007838467	0.008952411	0.010229546	0.011252205	0.013027317	0.014853149	0.016802855	0.018452541	0.020673352	0.023656741	0.025836619	0.028350421	0.032466989	0.03620357	0.039241735	0.043633531	0.048043225	0.052898588	0.058417116	0.063850696	0.069462779	0.074976329	0.081273638	0.087022995	0.092164355	0.096898022	0.10212512	0.104249693	0.106449174
0.007066312	0.007951416	0.008883124	0.010113977	0.011527954	0.012689846	0.014625055	0.016603959	0.018728414	0.020552122	0.023009939	0.026049463	0.028532386	0.031298422	0.035450861	0.039224897	0.042327605	0.046781364	0.051192356	0.055908686	0.060947726	0.06581104	0.070607446	0.074982387	0.079946886	0.083939232	0.086948585	0.088871188	0.09179253	0.090581549	0.090228951
0.007851276	0.008833077	0.009861891	0.011194541	0.012724876	0.014010864	0.01607495	0.018172123	0.020431587	0.022390953	0.025034346	0.028050572	0.030768721	0.033703039	0.037754267	0.041435807	0.044479603	0.048797938	0.052999944	0.057334593	0.061637671	0.065668245	0.069409784	0.072444524	0.075808938	0.077967411	0.078936956	0.078373111	0.079158286	0.075594044	0.073498083
0.008591843	0.009661774	0.0107777	0.012197622	0.013824671	0.015219071	0.017382299	0.019564747	0.021920903	0.023978026	0.026754452	0.029679116	0.032561599	0.035579882	0.03941319	0.04289179	0.04576971	0.04978208	0.05360272	0.05736913	0.060767564	0.063810825	0.066394337	0.068054544	0.069782151	0.07026838	0.069523221	0.067071987	0.066191584	0.061327623	0.058298794
0.009289932	0.010439389	0.011632441	0.013125549	0.014830419	0.016317155	0.018551148	0.020787613	0.023203734	0.025321751	0.028178669	0.030954193	0.033929817	0.036950462	0.040470418	0.043656416	0.046280718	0.049849392	0.053159368	0.056231561	0.058642546	0.060645226	0.062083947	0.062468287	0.062702305	0.061824723	0.059801668	0.056143867	0.054155075	0.048867777	0.045517771
